City,State,Professional,Service,Office,Construction,Production
Weatherford,TX,37.6,14.4,24.8,12.2,11.0
Weaubleau,MO,29.2,16.8,22.7,14.9,16.3
Webb,IA,28.4,14.2,24.9,13.5,19.0
Webb City,MO,29.6,17.9,25.8,9.4,17.3
Webbville,KY,23.7,22.1,12.7,24.1,17.4
Webster,IA,32.6,19.3,16.7,13.9,17.5
Weinert,TX,30.8,24.3,16.2,15.4,13.3
Weirton,WV,29.8,23.1,21.3,12.3,13.6
Welch,TX,24.9,19.8,22.7,16.5,16.0
Welcome,MN,30.9,16.6,21.8,13.2,17.5
Welda,KS,27.6,22.2,17.1,17.6,15.5
Wellington,TX,25.4,15.5,18.6,27.1,13.5
Wellman,IA,32.5,16.2,22.5,14.3,14.5
Wellston,OH,23.8,21.2,17.4,14.6,23.0
Wellsville,MO,27.8,19.0,19.9,11.1,22.2
Wellton,AZ,25.0,24.1,22.9,16.3,11.8
Wenden,AZ,25.2,21.7,21.8,20.6,10.7
West Branch,MI,24.8,21.8,25.8,12.2,15.5
West Fargo,ND,37.9,16.3,24.5,9.2,12.1
West Harrison,IN,29.6,18.3,22.7,11.3,18.1
West Liberty,IA,27.9,17.4,19.8,8.5,26.4
West Liberty,KY,28.4,19.7,17.8,17.0,17.1
West Liberty,OH,27.5,13.9,18.7,10.2,29.7
West Monroe,LA,33.8,18.9,27.5,8.9,10.9
West Palm Beach,FL,35.6,22.0,26.3,8.9,7.2
West Pawlet,VT,34.7,18.9,22.8,10.4,13.3
West Point,IA,23.4,19.9,21.9,11.1,23.7
West Salem,IL,23.6,13.7,21.2,13.9,27.7
West Salem,OH,29.9,15.9,22.0,10.4,21.8
Westcliffe,CO,24.2,25.6,19.4,23.3,7.4
Westerville,OH,51.9,11.6,24.3,5.2,7.0
Westfield,WI,23.5,24.9,20.1,11.9,19.6
Westhope,ND,35.3,17.0,19.5,17.3,10.9
Weston,OR,26.9,19.8,21.3,13.5,18.5
Westpoint,TN,24.0,20.1,24.3,15.1,16.5
Westport,IN,27.8,14.9,18.0,10.1,29.2
Westport,SD,39.8,16.9,18.8,11.1,13.4
Wewahitchka,FL,26.9,23.4,24.1,13.0,12.6
Wheatland,WY,32.5,18.2,19.5,16.6,13.2
Wheelersburg,OH,32.7,21.6,21.6,9.4,14.7
White City,OR,32.1,21.8,25.0,9.2,11.9
White House,TN,35.1,15.0,27.5,8.1,14.4
White Lake,MI,47.8,14.4,23.8,4.9,9.0
White Mountain,AK,34.7,22.4,22.1,11.4,9.4
White Pigeon,MI,28.2,15.4,21.9,11.9,22.5
White Sulphur Springs,WV,31.9,19.3,21.6,13.0,14.1
Whitehall,MT,77.6,37.6,33.4,35.3,16.1
Whites City,NM,26.7,16.3,21.6,19.1,16.3
Whitewater,MT,33.7,16.6,26.4,15.8,7.5
Whiting,VT,40.8,17.6,17.4,12.2,12.1
Whitman,NE,36.3,17.7,20.6,15.0,10.4
Whitney,TX,26.0,18.1,24.9,15.0,16.0
Whitwell,TN,53.0,31.8,48.6,29.1,37.400000000000006
Wibaux,MT,37.9,19.9,10.9,15.8,15.5
Wichita,KS,38.1,16.0,21.2,12.1,12.6
Wichita Falls,TX,33.0,19.9,24.5,9.2,13.4
Wilderville,OR,29.7,21.3,24.4,9.3,15.2
Wildorado,TX,26.8,13.8,20.4,17.0,22.0
Wildrose,ND,41.4,16.8,16.7,17.0,8.1
Wildwood,FL,29.3,21.1,29.3,9.8,10.5
Willard,NY,31.6,18.3,23.5,11.0,15.6
Williams,AZ,34.7,22.5,23.5,8.4,10.9
Williams,MN,27.7,16.2,18.6,12.2,25.4
Williamsburg,KY,48.3,37.2,55.3,20.5,38.7
Williamsburg,MO,31.0,18.9,24.5,11.7,14.0
Williamsburg,NM,28.7,25.9,22.9,10.6,11.9
Williamsburg,VA,92.4,40.7,42.3,12.7,12.0
Williamson,GA,26.8,18.1,25.4,10.6,19.1
Williamsville,VT,39.9,18.1,19.6,11.5,10.9
Williston,FL,27.4,23.9,28.3,9.7,10.7
Willmar,MN,32.8,17.0,20.7,12.8,16.8
Willow,OK,31.8,22.7,20.5,14.0,11.0
Wilmar,AR,29.2,18.9,17.8,13.0,21.0
Wilmington,NC,38.8,19.5,25.5,8.2,8.0
Wilmington,NY,32.3,24.3,21.6,11.8,9.9
Wilmore,KS,38.8,18.4,18.9,11.6,12.4
Wilmot,SD,27.9,14.2,25.5,19.3,13.1
Wilsey,KS,27.4,17.5,20.1,19.3,15.6
Wilson,LA,26.8,24.4,21.0,13.6,14.1
Wilton,AR,26.0,19.3,19.1,10.9,24.8
Wimberley,TX,36.9,17.6,27.6,9.4,8.4
Winamac,IN,27.2,14.6,16.5,11.9,29.8
Winchester,KY,33.2,14.6,25.5,10.4,16.3
Winchester,OH,27.9,19.3,17.4,14.0,21.5
Winchester,VA,73.6,35.0,47.8,18.6,25.0
Winder,GA,51.3,14.1,20.3,5.1,9.1
Windfall,IN,31.1,16.3,19.9,14.4,18.2
Winnebago,NE,35.0,19.5,20.1,12.1,13.3
Winnemucca,NV,32.4,17.1,16.9,27.9,5.7
Winnsboro,TX,55.0,37.7,46.9,27.4,33.0
Winona,KS,35.5,14.0,19.4,17.8,13.2
Winslow,IL,29.1,17.6,23.1,10.1,20.1
Winter Park,FL,77.6,37.6,56.2,13.0,15.7
Winters,TX,28.4,16.9,23.8,14.8,16.1
Winterville,GA,30.6,15.1,23.0,12.4,18.8
Wister,OK,32.1,16.2,19.2,17.3,15.2
Witten,SD,44.8,13.9,16.0,15.0,10.2
Wolf Point,MT,52.4,6.2,22.7,13.6,5.1
Woodburn,IA,27.0,18.7,19.7,12.2,22.4
Woodbury,TN,24.9,14.3,22.5,12.0,26.2
Woodland,CA,44.5,18.5,19.2,8.2,9.5
Woodland,GA,19.9,24.2,20.1,9.2,26.5
Woodland,MI,33.9,17.4,26.1,8.0,14.7
Woodville,VA,35.1,19.4,25.9,13.1,6.5
Woodward,IA,32.8,17.5,22.7,11.3,15.7
Worland,WY,65.6,34.8,42.6,35.8,21.1
Worthington,IA,28.7,14.3,20.8,11.5,24.7
Wray,CO,28.2,14.7,22.4,25.0,9.6
Wray,GA,26.9,20.6,19.4,9.6,23.5
Wynne,AR,32.9,16.3,19.2,17.8,13.8
Wyoming,MN,33.5,16.4,23.5,12.3,14.2
Yabucoa,PR,25.9,25.9,20.7,12.8,14.7
Yakutat,AK,29.6,14.7,18.1,22.4,15.2
Yale,SD,27.0,15.3,24.1,9.1,24.5
Yancey,TX,31.9,19.0,24.0,13.2,11.9
Yazoo City,MS,24.7,17.6,17.3,13.6,26.9
Yeso,NM,27.5,27.9,15.3,22.0,7.3
Yoakum,TX,61.5,33.9,40.2,28.6,35.900000000000006
York,PA,32.4,16.1,24.1,9.4,18.0
Yorkshire,OH,27.8,15.1,19.4,9.0,28.6
Young America,IN,25.1,18.8,18.2,9.1,28.8
Young Harris,GA,28.7,18.9,28.0,15.8,8.7
Youngstown,OH,31.1,19.3,25.2,8.3,16.1
Youngsville,LA,35.4,19.0,24.7,10.7,10.3
Ypsilanti,MI,51.3,16.2,20.0,4.4,8.1
Yuma,CO,35.5,14.5,18.7,15.8,15.6
Zachary,LA,37.9,19.2,24.5,8.5,9.9
Zalma,MO,22.5,16.5,20.1,19.0,22.0
Zebulon,NC,29.6,16.7,25.3,9.7,18.6
Zeigler,IL,26.9,20.8,21.8,12.0,18.5
Zenda,KS,31.3,13.7,20.9,17.3,16.8
Zwingle,IA,25.9,16.6,22.8,11.5,23.1
